date,s01_consumption,s02_govt_consumption,s03_construction,s04_exports,s05_imports,s06_capital,s07_gdp,s08_manufacturing,s09_transport_storage_communication,s10_total_output,s11_distribution_hotels_catering,s12_all_production_industries,s13_electricity_gas_and_water_supply,s14_manuf_of_food_drink_tobacco,s15_manuf_coke_petroleum_prod_nuclear_fuels,s16_manuf_of_chemicals_man_made_fibres,s17_total_production,s18_rpi_total_food,s19_rpi_total_non_food,s20_rpi_all_items_other_than_seasonal_food,s21_cpi,s22_gdp_deflator,s23_wages,s24_rpix,s25_rpi,s26_m4_total,s27_m4_households,s28_m4_pnfcs,s29_m4_ofcs,s30_m0,s31_m4_lending,s32_m4l_households,s33_m4l_pnfcs,s34_house_prices,s35_dividend_yield,s36_pe_ratio,s37_ftse_all_share_index,s38_pounds_dollar,s39_pounds_euro,s40_pounds_yen,base_rate
1997-07-01,139706.0,48774.0,88.2,58745.0,55126.0,34879.0,235045.0,100.1,69.5,80.2,81.1,99.8,87.0,98.8,127.0,85.7,1.9,149.7,170.9,168.3,89.98181501333333,87.1,94416.0,157.1,701128.1779197261,112037.66300086454,148309.51812580586,442637.61802737066,25886.609484735778,-219.0,176394.86733725088,167659.09219428268,435233.2377839255,35.7098782929193,3.2967,19.2341,2315.5835,0.6146281499692686,0.672178530617732,0.005207384070612128,6.875
1997-10-01,141521.0,49038.0,90.0,58931.0,56897.0,36561.0,237150.0,100.1,71.2,81.4,82.4,99.6,86.6,99.0,124.2,84.6,0.6,149.3,172.6,169.7,90.33605483000001,87.6,96574.0,158.1,718937.891867124,113677.26774701831,155246.42125243432,449838.42233236745,26267.852634676754,-309.0,177632.6844935114,175175.05149842336,442728.9692934723,36.199816464197795,3.2433,20.8098,2370.9964,0.6025185274447189,0.677185616577504,0.004805476705691943,7.1522
1998-01-01,142749.0,48852.0,92.6,59677.0,58279.0,37928.0,239311.0,100.9,73.4,82.2,82.7,100.5,86.9,98.5,118.0,85.5,1.2,149.2,173.2,170.2,90.54865711333333,88.0,98655.0,158.4,733184.9427506414,115217.13523215844,163110.93658205107,454661.28144228476,26693.00860817114,-301.0,180732.19803468595,182280.06068204122,450125.6022662048,36.741559568030695,2.92,22.0548,2608.4341,0.6075703262652652,0.6602403274792025,0.004741464534082358,7.25
1998-04-01,144137.0,49512.0,88.5,59916.0,59654.0,39415.0,240634.0,100.7,74.9,83.1,82.9,100.6,88.5,97.3,121.7,86.6,1.3,151.1,176.7,173.3,90.9818058,88.7,100778.0,160.9,749748.3578503364,115941.32787171857,171902.7963177728,461464.16364735377,27014.952319223543,-288.0,183351.89591537367,187425.07447286719,458047.1305193333,37.91413421226558,2.82,20.6888,2795.7077,0.6047777441790142,0.6652917304237908,0.0044571344013221645,7.3242
1998-07-01,145650.0,49952.0,88.6,59051.0,59913.0,40473.0,243161.0,100.6,77.3,84.4,83.8,100.6,89.2,97.1,118.4,85.8,0.8,151.5,177.2,173.9,91.24384913333331,89.4,102703.0,161.1,766666.7478115776,118196.20561153191,181137.74702560043,469272.80654605315,27455.97854860555,391.0,186145.84645014387,196200.5665591347,466572.46681023145,38.46894598172076,3.0791,19.8134,2603.6875,0.6047777441790142,0.6760411032990805,0.004326397253256912,7.5
1998-10-01,146806.0,50276.0,89.0,59700.0,60988.0,40709.0,244934.0,100.0,79.2,85.4,84.9,100.4,90.4,97.3,117.6,85.1,0.8,152.2,178.0,174.6,91.62384542,89.6,104412.0,162.1,778595.8735061795,117841.11885870976,182329.10728065157,478161.7620985423,27898.99415476956,409.0,189037.5526941546,193009.400568664,474942.38492281595,38.27872456842972,3.152,22.9314,2496.223,0.5969080164746613,0.7023458350891979,0.005000907664741151,6.8397
1999-01-01,149166.0,50625.0,89.9,59393.0,62534.0,40370.0,245774.0,100.2,80.1,85.7,85.1,100.7,90.8,97.2,109.3,86.0,0.2,153.3,176.9,173.8,91.99207610666667,90.1,106228.0,162.4,785636.4895097053,125861.37381903098,177232.62079788654,482302.130672385,28188.00445338338,314.0,190925.9967441399,197529.86669619824,483561.7049392549,38.79513025985354,2.7825,26.0183,2774.6371,0.6126324817741836,0.686483146838745,0.0052573499066031785,5.7056
1999-04-01,150718.0,51619.0,88.6,60544.0,62928.0,39960.0,247398.0,100.4,82.5,86.6,85.9,101.0,91.4,97.6,106.3,87.8,0.4,152.0,179.3,175.8,92.28444165,91.0,107083.0,164.6,792055.3250289458,123067.49783871735,176774.12937836137,491909.1237081675,29005.053051904655,2994.0,191985.16170437032,206724.71031502858,493440.27820496,40.12352737586826,2.2918,26.6371,2965.8975,0.62266500622665,0.6577216521967904,0.005155043075539939,5.2115
1999-07-01,151975.0,51834.0,90.5,63185.0,65256.0,41123.0,250676.0,102.3,84.8,87.6,86.8,102.8,92.7,97.6,106.8,90.0,2.2,150.3,179.7,176.2,92.36091328666667,91.3,108442.0,164.6,789439.8014519762,122822.23086607068,171559.68490596852,497213.32764870825,29451.06924488319,3577.0,194043.1635467873,206496.6739159553,505180.3599674777,41.437320184577146,2.3146,26.7017,2934.212,0.6244146113019045,0.6547930853850183,0.005515731970726907,5.0625
1999-10-01,154789.0,51775.0,90.3,64167.0,67091.0,41586.0,253447.0,102.7,86.3,88.8,87.6,103.1,93.6,97.8,106.5,91.7,2.7,150.0,181.3,177.4,92.64399293333334,91.2,110042.0,165.6,811686.8156747149,125809.23427127989,177474.63391082062,508139.50561601826,31094.128897492465,3015.0,199487.61176297118,216654.55993453006,515646.58207280707,42.60971797003781,2.2907,27.1019,3000.554,0.6136475208640157,0.636213258684311,0.005880377826036079,5.4076
2000-01-01,157890.0,52652.0,92.1,64962.0,67730.0,41328.0,256262.0,103.1,89.1,89.8,88.2,103.6,93.2,97.0,111.3,92.2,2.9,150.1,182.1,178.2,92.75224976666668,91.6,112277.0,165.8,828697.8119058466,127671.5652454494,190219.41026621038,510384.24259402434,30565.109691022404,2639.0,208105.32220250633,226355.6933143383,527390.6680174054,44.30491049275956,2.2072,25.8305,3050.4472,0.6224712107065048,0.6143260842855388,0.005821443520063896,5.8571
2000-04-01,157806.0,53031.0,89.8,67345.0,69681.0,41021.0,258132.0,103.7,92.2,90.9,88.6,104.1,95.8,96.3,107.4,93.3,3.1,150.3,186.0,180.5,92.85061215,91.9,114123.0,168.0,845956.1907892014,133832.8162958176,194588.77623521767,517183.1080424445,31222.112048850046,3208.0,216763.37459583243,232478.65824197337,539046.8020771714,46.253909904886065,2.1844,26.0511,3014.3205,0.6529972574115188,0.6098304671301379,0.006122394002992626,6.0
2000-07-01,158828.0,53096.0,88.8,67249.0,70808.0,41854.0,259667.0,103.7,94.6,92.0,89.5,103.7,95.3,97.2,114.1,93.7,0.8,151.4,186.1,181.7,93.08058192666665,92.3,116869.0,168.1,860603.203670645,139533.08053156268,194131.76323634706,528871.6107144996,31866.093734128826,2903.0,226807.5813026649,243459.5333986746,546516.0475911065,45.98835083902644,2.1198,23.7119,3104.4242,0.6768647624204683,0.612294881214793,0.006277857994852157,6.0
2000-10-01,159138.0,53486.0,89.9,70274.0,72862.0,43283.0,261234.0,104.6,95.6,92.5,89.9,104.0,95.5,96.5,118.7,95.4,0.9,151.9,187.3,182.8,93.51866842666668,92.5,119236.0,169.1,878205.969313333,136155.03843467467,202807.25074707315,539238.6920191952,32515.09564316823,3313.0,224422.01035965647,258228.14828353672,556230.8123942788,46.16463873605385,2.1829,21.9791,3020.2176,0.6910372469076083,0.6000600060006,0.006301348110414742,6.0
2001-01-01,161204.0,53609.0,91.5,71295.0,73841.0,42555.0,263631.0,104.4,97.2,93.7,91.2,104.0,99.8,97.8,107.0,98.2,0.4,153.3,186.8,182.4,93.51826846333331,93.4,121621.0,168.9,897663.1798359785,137502.8212525057,209312.5320848651,550159.0836475448,33114.10058618856,3720.0,230918.21290471585,266497.8843643968,566818.3040032688,47.49286675857183,2.3278,21.2085,2896.5097,0.6859651529702291,0.6323510813203491,0.005806472591126781,5.8767
2001-04-01,162333.0,53894.0,91.7,69333.0,73937.0,43242.0,263935.0,102.4,97.2,94.1,91.3,102.5,98.6,97.3,95.3,99.4,-1.6,157.6,188.8,184.4,94.25451685333333,94.0,122382.0,171.8,910015.0512069853,141593.50694223543,206975.49834243106,561350.5976731727,33283.10109953838,5232.0,235988.0954054518,270469.7248511882,579678.5385385144,49.1765001858947,2.3997,20.0627,2800.8402,0.7033338022225348,0.6141374439599582,0.005740841205461837,5.3692
2001-07-01,164239.0,54600.0,92.3,67921.0,73327.0,43357.0,265519.0,102.6,96.5,94.7,92.4,102.4,97.3,98.0,114.0,100.1,-1.3,156.3,189.1,184.7,94.50749660666668,93.9,123152.0,172.1,933069.8087790788,143164.9641617356,217957.34862670503,573129.7002307703,33940.10309522376,5590.0,240455.11388895134,270383.70516668726,591599.1582345121,50.953754325088454,2.6348,20.2931,2549.2609,0.6951685783802573,0.619271736437949,0.005722470482066636,5.0538
2001-10-01,165550.0,55256.0,93.3,69145.0,73344.0,42485.0,266563.0,100.5,97.1,95.4,93.6,100.5,96.4,98.9,111.3,99.3,-3.4,156.5,188.8,184.5,94.53632074000001,95.0,123889.0,172.4,936531.373224804,144975.20570921284,208905.79377513178,583056.6910380096,35000.10631505102,6244.0,241337.34670682135,268823.22092280997,605919.2796085323,51.768572402500844,2.6898,21.9687,2480.9766,0.6929046563192904,0.62000124000248,0.005605824227139029,4.2235
2002-01-01,167588.0,55756.0,94.8,69440.0,75709.0,42927.0,267948.0,100.2,98.0,95.9,95.3,100.5,97.2,100.0,116.4,99.2,-3.4,158.3,188.6,184.4,94.95427098,96.1,124971.0,172.9,949728.7077737994,145791.97594234892,208118.09387308423,595504.5724325847,35544.10796749067,7895.0,242780.49325343786,271330.4968340958,622608.1312733635,53.11311384107352,2.6694,22.582,2511.8679,0.7011639321273314,0.6144393241167435,0.0052942967188596085,4.0
2002-04-01,168803.0,56288.0,94.4,71533.0,78367.0,43981.0,269392.0,99.4,96.9,96.5,95.5,100.5,97.6,100.2,105.0,99.0,-2.0,157.3,191.4,186.9,95.17494489,96.9,126664.0,175.0,965505.6587670376,147452.61042511297,210801.465634427,607851.5222108695,36639.11129363298,8150.0,242990.56077924673,277819.4490145433,639842.6225902202,57.516195872508284,2.7631,19.3058,2459.3131,0.6839945280437757,0.6279434850863422,0.0053962696667048,4.0
2002-07-01,169715.0,56429.0,95.8,71056.0,78006.0,44765.0,271368.0,100.3,98.4,97.4,96.7,100.2,99.2,100.7,103.5,100.0,-2.1,156.2,192.4,187.7,95.48182689666667,97.3,127816.0,175.5,988096.2706830598,150955.59923943508,219994.98864553965,617649.5014881953,36672.11139387289,10940.0,248360.67986704042,285665.9942712282,659587.3447639192,61.39102089172689,3.3564,19.1932,2012.3123,0.6451196696987291,0.6345177664974619,0.005411923116055445,4.0
2002-10-01,170727.0,56395.0,97.0,68564.0,76624.0,46393.0,272761.0,99.4,99.3,98.0,98.0,100.2,99.7,99.3,108.4,98.0,-0.3,156.4,194.2,189.3,95.93731404333334,97.6,129230.0,176.9,1004516.6048490297,154883.48059906648,220408.27064030385,630056.0145067803,37237.11311010157,12501.0,258369.82749836482,280374.1187647798,678174.6662811505,63.916646794273895,3.4926,17.7912,1924.0625,0.6360109393881574,0.6364562118126273,0.005196784022175716,4.0
2003-01-01,171828.0,57099.0,97.0,72662.0,78836.0,44934.0,274119.0,99.3,99.2,98.6,98.2,99.9,98.1,100.1,104.4,98.3,-0.6,157.3,195.3,190.4,96.31974692,98.8,129933.0,177.9,1018126.5923864293,158322.72665578642,215506.5095081508,644191.9410216702,37881.11506629851,13492.0,262910.30654725584,282544.9395169998,691438.9792350116,65.85816209332721,3.7738,17.67,1777.9746,0.6238303181534622,0.6695232994108195,0.005245488879563576,3.8516
2003-04-01,174146.0,57684.0,98.9,70611.0,77283.0,44161.0,275712.0,99.4,99.8,99.3,99.4,99.4,98.9,99.4,100.7,99.4,-1.1,159.0,197.7,192.6,96.40310891,99.8,131181.0,180.1,1041490.2386861837,157250.65504306677,228962.44701038755,656296.4526498436,38902.118167660425,12253.0,269725.2184406518,290250.85126490315,711194.6708129953,68.7878950270833,3.4948,17.9913,1932.8741,0.6177415369409439,0.702247191011236,0.005213606679255789,3.75
2003-07-01,175140.0,58445.0,101.7,70334.0,78089.0,43924.0,278748.0,100.0,100.3,100.4,100.6,100.0,100.6,100.2,97.9,99.8,-0.3,159.3,198.2,193.1,96.81835827000002,100.5,132790.0,180.5,1053624.8149717746,161282.5413853062,224888.00915492652,667205.2126820486,39515.1200296926,14262.0,270138.83537274896,293798.7141746258,733951.8938582712,70.88495774261769,3.3071,18.4267,2053.9569,0.6207709975789931,0.6994474365251452,0.005289295365360722,3.5265
2003-10-01,176046.0,59471.0,102.4,71790.0,80634.0,45732.0,281717.0,101.3,100.7,101.7,101.8,100.8,102.3,100.4,97.0,102.5,0.6,160.5,199.4,194.2,97.20036931666668,100.9,133785.0,181.5,1077133.253649951,168240.11452504108,225977.4217652731,683848.4709028429,40000.121502915455,17309.0,276211.30399023107,307442.3425861685,756399.5729591813,72.8600961772375,3.1845,18.4429,2147.4719,0.5856172405715624,0.6980315510261064,0.005386387091631062,3.6515
2004-01-01,178197.0,59969.0,102.8,73389.0,81648.0,47256.0,283725.0,101.7,100.7,102.5,103.6,100.9,102.2,100.4,108.5,104.7,1.0,160.7,200.4,195.3,97.49806045666666,101.1,134980.0,182.0,1098290.3674027934,171338.83074624583,230865.67154880075,695951.691814366,40562.123210031416,15872.0,280291.72044513386,317200.78199658776,776617.6998589196,76.0671024442847,3.0914,17.4681,2219.2453,0.543980851874014,0.6798558705554422,0.005073636219268351,3.9038
2004-04-01,180362.0,59530.0,103.4,74861.0,83313.0,47102.0,286307.0,102.4,102.2,103.6,105.2,101.3,100.7,102.6,105.2,103.8,2.0,160.4,203.6,198.0,97.79343286666666,102.4,136807.0,184.0,1124985.512802483,176576.14391344995,239482.16466235163,710174.9588541562,41407.12577678051,13738.0,282716.69650982996,329583.1462424416,798760.0861398454,80.29238409512504,3.1226,16.0877,2230.6541,0.5530973451327433,0.6668444918644971,0.005046849907693115,4.2115
2004-07-01,181032.0,60002.0,104.4,75097.0,84300.0,47813.0,287400.0,101.6,103.1,104.3,106.0,100.3,101.0,101.3,103.4,102.1,0.4,158.8,205.2,199.4,98.04732822999999,103.0,138323.0,184.3,1149246.2399116252,180239.53275777848,241852.1112547044,726323.2737870882,41809.117289586386,12092.0,292758.3116716918,348986.1400627393,816981.1314941348,82.79224073079308,3.2304,15.662,2205.6418,0.5499037668408029,0.6725854183481302,0.005003795378794816,4.6553
2004-10-01,181843.0,60628.0,105.4,75942.0,86442.0,47321.0,289091.0,102.4,104.1,105.0,105.9,100.6,100.6,102.0,106.1,102.9,-0.2,160.0,207.1,201.1,98.59052762,103.9,140544.0,185.6,1176259.9284359645,180289.63631561783,254845.9978414506,742156.5929118139,42283.10591951287,7908.0,296232.75780757604,362943.92107576196,834723.7943218192,81.79026701075625,3.1,16.1539,2346.0544,0.5354178936660063,0.6954102920723227,0.005069852426735562,4.75
2005-01-01,182082.0,60888.0,106.0,75864.0,85854.0,48088.0,289706.0,101.6,105.8,105.6,105.6,99.7,99.9,102.2,122.2,103.9,-1.2,162.2,207.4,201.5,99.20009752666665,104.1,142044.0,186.0,1214988.054351662,186476.6691670227,272238.8805999162,755982.2507316925,42633.098518884486,6236.0,310154.10035574785,371754.27858174016,846869.5000787285,81.46136077379822,3.0163,15.2969,2474.8507,0.5290445455507353,0.6934812760055479,0.005060913150681604,4.75
2005-04-01,182157.0,61622.0,106.4,79731.0,87806.0,47910.0,291015.0,100.9,105.9,106.3,105.7,99.5,101.9,103.0,110.1,103.3,-1.8,162.6,210.1,204.0,99.70712756333334,104.6,143401.0,188.1,1243955.8394952964,194534.00001184992,277929.86122761667,772633.7233041865,42965.085057508186,10048.0,327385.11626971024,376069.0026021441,860357.0205149068,83.54222464954215,3.1365,15.2598,2480.1829,0.5389382915656158,0.678472080873872,0.005013146977949673,4.75
2005-07-01,182871.0,62013.0,105.1,81069.0,90793.0,49114.0,292525.0,101.1,106.9,107.3,106.2,98.7,101.1,102.2,106.7,104.7,-1.6,161.3,211.2,205.0,100.36570056666669,104.7,144866.0,188.7,1281782.0217043567,192781.10756890973,300376.4594321574,787169.1135344572,44075.0392990257,9232.0,338995.90688702004,394041.56687460357,877670.9154918967,83.06422724029997,3.052,14.6707,2661.5272,0.5601299501484344,0.6836204539239814,0.005037686935967976,4.5909
2005-10-01,184075.0,62247.0,105.0,83750.0,92946.0,49491.0,294512.0,100.3,108.4,108.4,107.5,98.0,100.1,101.9,99.8,105.3,-2.5,161.7,212.3,206.0,100.68927153333334,106.0,146392.0,189.8,1326612.4207218883,200953.0021581413,325639.61379554786,801365.221128039,44273.034983325706,11664.0,349926.46450572106,409286.6257728741,893559.7838071167,82.6712228815055,3.0456,14.4517,2733.3895,0.5720496539099594,0.6804109682248077,0.004879695975421947,4.5
2006-01-01,184650.0,62451.0,105.8,90872.0,101181.0,50459.0,296428.0,101.2,108.5,109.2,108.3,98.8,100.4,101.5,104.2,105.3,-0.9,162.7,212.8,206.5,101.14237086666667,105.9,148429.0,190.1,1365565.305305379,208736.78291923885,337478.17031720316,818799.7107730056,45500.00823906362,12870.0,363725.8792133706,442830.792516387,899427.5413982227,83.83394179702864,2.9103,13.832,2963.3731,0.5705157462345961,0.6866245536940402,0.004881656443664464,4.5
